FCode,FName,F_category,servings,Kcal,Kcal_per_100
D000405,도미찜,어패류찜,100.0,125.506,125.506
D000406,동태찜,어패류찜,500.0,394.32,78.864
D000408,돼지등갈비찜,육류찜,450.0,961.04,213.564
D000409,돼지머리고기,육류찜,200.0,650.0,325.0
D000411,문어숙회,어패류찜,80.0,66.914,83.642
D000412,민어찜,어패류찜,100.0,136.878,136.878
D000413,병어찜,어패류찜,100.0,179.688,179.688
D000414,북어찜,어패류찜,150.0,235.0,156.667
D000416,소갈비찜,육류찜,250.0,494.599,197.84
D000417,순대 ,육류찜,300.0,542.415,180.805
D000418,아구찜,어패류찜,400.0,310.871,77.718
D000421,전어찜,어패류찜,100.0,278.218,278.218
D000422,조기찜,어패류찜,100.0,182.118,182.118
D000424,참꼬막,어패류찜,80.0,90.787,113.484
D000425,한방오리백숙,육류찜,300.0,469.532,156.511
D000426,해물찜,어패류찜,500.0,400.08,80.016
D000427,홍어찜,어패류찜,250.0,202.669,81.068
D000433,광어매운탕,어패류국.탕,600.0,419.793,69.965
D000436,낙지탕,어패류국.탕,600.0,187.8,31.3
D000440,대구매운탕,어패류국.탕,600.0,361.747,60.291
D000441,대구지리탕,어패류국.탕,600.0,262.02,43.67
D000443,메기매운탕,어패류국.탕,600.0,400.0,66.667
D000444,복지리탕,어패류국.탕,600.0,232.05,38.675
D000447,소탕,육류국.탕,150.0,86.369,57.579
D000448,아구탕,어패류국.탕,600.0,246.07,41.012
D000450,어탕,어패류국.탕,150.0,85.87,57.247
D000451,연포탕,어패류국.탕,1000.0,541.644,54.164
D000453,우럭매운탕,어패류국.탕,600.0,406.816,67.803
D000454,육탕,육류국.탕,150.0,87.633,58.422
D000456,전복탕,어패류국.탕,600.0,196.85,32.808
D000457,조기매운탕,어패류국.탕,600.0,384.38,64.063
D000461,해물탕,어패류국.탕,600.0,267.81,44.635
D000463,고구마맛탕,채소류튀김,200.0,491.0,245.5
D000464,고구마튀김,채소류튀김,100.0,252.964,252.964
D000465,고추튀김,채소류튀김,100.0,202.0,202.0
D000468,닭튀김,육류튀김,300.0,903.0,301.0
D000469,등심돈가스,육류튀김,200.0,623.828,311.914
D000471,미꾸라지튀김,어패류튀김,100.0,387.487,387.487
D000473,생선까스,어패류튀김,200.0,653.441,326.72
D000474,안심돈가스,육류튀김,200.0,651.755,325.878
D000475,양념치킨,치킨류,200.0,552.0,276.0
D000477,쥐포튀김,어패류튀김,100.0,356.912,356.912
D000479,치즈돈가스,육류튀김,250.0,755.369,302.148
D000480,치킨까스,치킨류,200.0,592.998,296.499
D000481,대구포,포류,100.0,140.842,140.842
D000482,북어포,포류,20.0,66.463,332.315
D000483,매작과,한과류,30.0,123.861,412.87
D000484,산자,한과류,30.0,109.711,365.703
D000485,송화다식,한과류,30.0,110.827,369.423
D000486,약과,한과류,30.0,119.731,399.103
D000487,유과,한과류,30.0,127.091,423.637
D018000,가래떡,떡류,100.0,195.0,195.0
D018001,깨송편,떡류,100.0,219.0,219.0
D018002,꿀떡,떡류,100.0,228.0,228.0
D018003,모듬찰떡,떡류,100.0,218.0,218.0
D018004,백설기,떡류,100.0,229.0,229.0
D018005,쑥절편,떡류,100.0,192.0,192.0
D018006,약식,곡류 및 서류,100.0,219.0,219.0
D018007,인절미,떡류,100.0,242.0,242.0
D018008,증편,떡류,100.0,200.0,200.0
D018009,찐감자,채소류찜,200.0,140.0,70.0
D018010,찐고구마,채소류찜,200.0,277.0,138.5
D018011,찐옥수수,채소류찜,200.0,370.0,185.0
D018012,참깨경단,떡류,100.0,239.0,239.0
D018013,팥시루떡,떡류,100.0,224.0,224.0
D018014,팥찹쌀떡,떡류,100.0,294.0,294.0
D018015,가자미구이,어패류구이,200.0,245.0,122.5
D018016,간장양념닭다리구이,육류구이,300.0,740.0,246.667
D018017,갈치구이,어패류구이,200.0,275.0,137.5
D018018,고등어구이,어패류구이,200.0,551.0,275.5
D018019,고등어석쇠구이,어패류구이,200.0,679.0,339.5
D018020,굴비구이,어패류구이,150.0,291.0,194.0
D018021,꽁치구이,어패류구이,200.0,604.0,302.0
D018022,닭고기대파꼬치구이,육류구이,170.0,416.0,244.706
D018023,닭구이,육류구이,340.0,872.0,256.471
D018024,닭발구이,육류구이,220.0,431.0,195.909
D018025,돼지갈비구이,육류구이,300.0,881.0,293.667
D018026,돼지고기산적,육류구이,170.0,339.0,199.412
D018027,돼지불고기,육류구이,200.0,449.0,224.5
D018028,등심스테이크,육류구이,200.0,388.0,194.0
D018029,런천미트구이,육류구이,160.0,484.0,302.5
D018030,뱅어포구이,어패류구이,70.0,261.0,372.857
D018031,버섯구이,채소류구이,80.0,41.0,51.25
D018032,삼겹살고추장구이,육류구이,200.0,805.0,402.5
D018033,삼겹살구이,육류구이,200.0,933.0,466.5
D018034,삼치구이,어패류구이,200.0,355.0,177.5
D018035,새송이버섯구이,채소류구이,80.0,66.0,82.5
D018036,새우구이,어패류구이,180.0,260.0,144.444
D018037,소갈비구이,육류구이,300.0,722.0,240.667
D018038,소곱창구이,육류구이,150.0,275.0,183.333
D018039,소불고기,육류구이,200.0,339.0,169.5
D018040,안심스테이크,육류구이,200.0,366.0,183.0
D018041,오리고기구이,육류구이,200.0,586.0,293.0
D018042,오리불고기,육류구이,250.0,361.0,144.4
D018043,장어고추장구이,육류구이,100.0,258.0,258.0
D018044,조기구이,어패류구이,180.0,460.0,255.556
D018045,조미김,어패류구이,5.0,23.0,460.0
D018046,쥐포구이,어패류구이,70.0,238.0,340.0
D018047,참치머리구이,어패류구이,180.0,346.0,192.222
D018048,치킨데리야끼,육류구이,340.0,707.0,207.941
D018049,키조개구이,어패류구이,180.0,234.0,130.0
D018050,표고버섯구이,채소류구이,80.0,79.0,98.75
D018051,함박스테이크,육류구이,200.0,347.0,173.5
D018052,햄구이,육류구이,170.0,577.0,339.412
D018053,갈비탕,육류국.탕,670.0,363.0,54.179
D018054,감자된장국,채소류국.탕,400.0,98.0,24.5
D018055,감잣국,채소류국.탕,400.0,82.0,20.5
D018056,곰탕,육류국.탕,600.0,145.0,24.167
D018057,굴무국,어패류국.탕,500.0,123.0,24.6
D018058,근대된장국,채소류국.탕,400.0,38.0,9.5
D018059,김치콩나물국,채소류국.탕,400.0,48.0,12.0
D018060,김칫국,채소류국.탕,400.0,90.0,22.5
D018061,꼬리곰탕,육류국.탕,500.0,135.0,27.0
D018062,냉이된장국,채소류국.탕,400.0,86.0,21.5
D018063,달걀국,기타 국 및 탕류,400.0,52.0,13.0
D018064,닭개장,육류국.탕,700.0,142.0,20.286
D018065,닭곰탕,육류국.탕,650.0,330.0,50.769
D018066,대합미역국,어패류국.탕,400.0,44.0,11.0
D018067,도가니탕,육류국.탕,500.0,198.0,39.6
D018068,동태국,어패류국.탕,400.0,66.0,16.5
D018069,메밀묵국,기타 국 및 탕류,400.0,87.0,21.75
D018070,무시래기된장국,채소류국.탕,400.0,61.0,15.25
D018071,미역국,어패류국.탕,400.0,46.0,11.5
D018072,미역냉국,냉국류,350.0,128.0,36.571
D018073,미역된장국,어패류국.탕,400.0,96.0,24.0
D018074,미역오이냉국,냉국류,350.0,21.0,6.0
D018075,배추된장국,채소류국.탕,400.0,79.0,19.75
D018076,북엇국,어패류국.탕,400.0,111.0,27.75
D018077,뼈해장국,육류국.탕,800.0,206.0,25.75
D018078,사골국,육류국.탕,400.0,220.0,55.0
D018079,삼계탕,육류국.탕,900.0,911.0,101.222
D018080,새우미역국,어패류국.탕,400.0,63.0,15.75
D018081,새우탕,어패류국.탕,500.0,163.0,32.6
D018082,선짓국,육류국.탕,600.0,173.0,28.833
D018083,설렁탕,육류국.탕,500.0,118.0,23.6
D018084,쇠고기무국,육류국.탕,400.0,61.0,15.25
D018085,쇠고기미역국,육류국.탕,400.0,52.0,13.0
D018086,쇠고기배추국,육류국.탕,400.0,62.0,15.5
D018087,순댓국,육류국.탕,600.0,509.0,84.833
D018088,순두부달걀탕,기타 국 및 탕류,350.0,102.0,29.143
D018089,시금치된장국,채소류국.탕,400.0,37.0,9.25
D018090,쑥된장국,채소류국.탕,400.0,60.0,15.0
D018091,아욱된장국,채소류국.탕,400.0,81.0,20.25
D018092,애호박된장국,채소류국.탕,400.0,122.0,30.5
D018093,어묵국,어패류국.탕,350.0,106.0,30.286
D018094,얼갈이배춧국,채소류국.탕,400.0,36.0,9.0
D018095,오이냉국,냉국류,350.0,38.0,10.857
D018096,오징어국,어패류국.탕,500.0,91.0,18.2
D018097,우거지곰탕,채소류국.탕,350.0,88.0,25.143
D018098,우거지된장국,채소류국.탕,400.0,78.0,19.5
D018099,육개장,육류국.탕,440.0,130.0,29.545
D018100,일본된장국,채소류국.탕,200.0,20.0,10.0
D018101,재첩국,어패류국.탕,350.0,81.0,23.143
D018102,조갯국,어패류국.탕,400.0,62.0,15.5
D018103,콩나물국,채소류국.탕,400.0,24.0,6.0
D018104,콩나물된장국,채소류국.탕,400.0,123.0,30.75
D018105,토란국,채소류국.탕,400.0,62.0,15.5
D018106,해물된장국,어패류국.탕,400.0,111.0,27.75
D018107,호박잎된장국,채소류국.탕,350.0,23.0,6.571
D018108,홍합무국,어패류국.탕,350.0,87.0,24.857
D018109,갓김치,김치,40.0,16.0,40.0
D018110,고들빼기김치,김치,50.0,35.0,70.0
D018111,깍두기,김치,50.0,16.0,32.0
D018112,깻잎김치,김치,50.0,31.0,62.0
D018113,나박김치,김치,100.0,9.0,9.0
D018114,돌나물물김치,김치,400.0,19.0,4.75
D018115,동치미,김치,200.0,27.0,13.5
D018116,배추김치,김치,40.0,10.0,25.0
D018117,백김치,김치,90.0,16.0,17.778
D018118,보쌈김치,김치,90.0,27.0,30.0
D018119,부추김치,김치,50.0,23.0,46.0
D018120,얼갈이배추김치,김치,80.0,50.0,62.5
D018121,열무김치,김치,40.0,10.0,25.0
D018122,오이김치,김치,70.0,26.0,37.143
D018123,오이소박이,김치,100.0,32.0,32.0
D018124,총각김치,김치,70.0,22.0,31.429
D018125,파김치,김치,30.0,13.0,43.333
D018126,가죽나물무침,나물.채소류무침,80.0,60.0,75.0
D018127,가지나물,나물.숙채류,50.0,17.0,34.0
D018128,건 취나물,나물.숙채류,50.0,44.0,88.0
D018129,고구마줄기나물,나물.숙채류,50.0,41.0,82.0
D018130,고사리나물,나물.숙채류,50.0,44.0,88.0
D018131,고춧잎나물,나물.숙채류,90.0,79.0,87.778
D018132,깻잎나물,나물.숙채류,50.0,38.0,76.0
D018133,냉이나물,나물.숙채류,60.0,66.0,110.0
D018134,도라지나물,나물.숙채류,50.0,65.0,130.0
D018135,머위대나물,나물.숙채류,50.0,28.0,56.0
D018136,무나물,나물.숙채류,50.0,10.0,20.0
D018137,방풍나물,나물.숙채류,80.0,60.0,75.0
D018138,배추나물,나물.숙채류,80.0,49.0,61.25
D018139,비름나물,나물.숙채류,80.0,58.0,72.5
D018140,숙주나물,나물.숙채류,50.0,17.0,34.0
D018141,시금치나물,나물.숙채류,50.0,34.0,68.0
D018142,시래기나물,나물.숙채류,50.0,56.0,112.0
D018143,씀바귀나물,나물.숙채류,90.0,87.0,96.667
D018144,애호박볶음,채소류볶음,50.0,29.0,58.0
D018145,열무나물,나물.숙채류,90.0,74.0,82.222
D018146,열무된장나물,나물.숙채류,90.0,61.0,67.778
D018147,오이나물,나물.숙채류,80.0,66.0,82.5
D018148,유채나물무침,나물.채소류무침,90.0,86.0,95.556
D018149,참나물무침,나물.채소류무침,90.0,53.0,58.889
D018150,취나물된장무침,나물.채소류무침,90.0,39.0,43.333
D018151,콩나물고춧가루무침,나물.채소류무침,90.0,83.0,92.222
D018152,콩나물무침,나물.채소류무침,50.0,34.0,68.0
D018153,토란대나물,나물.숙채류,90.0,61.0,67.778
D018154,톳나물무침,어패류무침,90.0,67.0,74.444
D018155,간짜장,중식면류,500.0,625.0,125.0
D018156,고기만두,만두류,220.0,350.0,159.091
D018157,군만두,만두류,220.0,514.0,233.636
D018158,김치만두,만두류,220.0,334.0,151.818
D018159,달걀라면,라면류,550.0,596.0,108.364
D018160,떡국,기타 국 및 탕류,700.0,588.0,84.0
D018161,떡라면,라면류,550.0,525.0,95.455
D018162,떡만두국,기타 국 및 탕류,600.0,666.0,111.0
D018163,라면,라면류,550.0,450.0,81.818
D018164,막국수,국수류,600.0,799.0,133.167
D018165,만두,만두류,220.0,397.0,180.455
D018166,메밀국수,국수류,350.0,221.0,63.143
D018167,물냉면,국수류,700.0,383.0,54.714
D018168,물만두,만두류,230.0,448.0,194.783
D018169,미트볼 토마토 스파게티,스파게티류,500.0,898.0,179.6
D018170,바지락칼국수,국수류,700.0,576.0,82.286
D018171,볶음우동,국수류,300.0,385.0,128.333
D018172,비빔국수,국수류,500.0,512.0,102.4
D018173,비빔냉면,국수류,500.0,499.0,99.8
D018174,사골만두국,육류국.탕,700.0,606.0,86.571
D018175,수제비,기타 면 및 만두류,650.0,378.0,58.154
D018176,우동,국수류,800.0,679.0,84.875
D018177,월남쌈,기타,250.0,293.0,117.2
D018178,잔치국수,국수류,700.0,310.0,44.286
D018179,쟁반국수,국수류,450.0,535.0,118.889
D018180,짜장면,중식면류,600.0,529.0,88.167
D018181,짬뽕,중식면류,800.0,464.0,58.0
D018182,쫄면,국수류,550.0,706.0,128.364
D018183,칼국수,국수류,700.0,540.0,77.143
D018184,콩국수,국수류,800.0,651.0,81.375
D018185,회냉면,국수류,500.0,741.0,148.2
D018186,검정콩밥,쌀밥.잡곡밥류,200.0,330.0,165.0
D018187,계란볶음밥,볶음밥류,260.0,584.0,224.615
D018188,고추김밥,김밥(초밥)류,290.0,490.0,168.966
D018189,기장밥,쌀밥.잡곡밥류,200.0,331.0,165.5
D018190,김밥,김밥(초밥)류,230.0,322.0,140.0
D018191,김치김밥,김밥(초밥)류,270.0,351.0,130.0
D018192,김치볶음밥,볶음밥류,330.0,550.0,166.667
D018193,낙지덮밥,덮밥류,350.0,525.0,150.0
D018194,날치알김밥,김밥(초밥)류,260.0,461.0,177.308
D018195,닭고기덮밥,덮밥류,410.0,510.0,124.39
D018196,돈까스김밥,김밥(초밥)류,320.0,646.0,201.875
D018197,돌솥비빔밥,비빔밥류,380.0,558.0,146.842
D018198,돼지머리국밥,기타 밥류,900.0,1233.0,137.0
D018199,모듬회덮밥,덮밥류,410.0,593.0,144.634
D018200,무밥,기타 밥류,200.0,266.0,133.0
D018201,보리밥,쌀밥.잡곡밥류,200.0,321.0,160.5
D018202,볶음밥,볶음밥류,350.0,640.0,182.857
D018203,불고기덮밥,덮밥류,400.0,728.0,182.0
D018204,비빔밥,비빔밥류,450.0,637.0,141.556
D018205,새우볶음밥,볶음밥류,370.0,635.0,171.622
D018206,생선모듬초밥,김밥(초밥)류,380.0,607.0,159.737
D018207,소머리국밥,기타 밥류,1000.0,239.0,23.9
D018208,쇠고기김밥,김밥(초밥)류,250.0,447.0,178.8
D018209,쇠고기볶음밥,볶음밥류,260.0,456.0,175.385
